figure,pdf_page,study_area,study_area_label,country,scenario,band,rgb,available,successful_microenvironment_measurements,digitized_mean_mw_m2,median_pixel_rows,pixel_resolution_mw_m2,across_x_spread_mw_m2,resolved_from_raster
A8,24,RA1,Rural area 1,Austria,NU,ISM/WiFi 2.4 GHz,117-107-177,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile UL 700 MHz,8-48-107,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile UL 800 MHz,8-81-156,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile UL 900 MHz,33-113-181,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile UL 1.8 GHz,66-146-198,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile UL 2.1 GHz,107-174-214,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile UL 2.6 GHz,158-202-225,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile TDD 2.6 GHz,247-104-161,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile TDD 3.5 GHz,221-52-151,true,8,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Austria,NU,Mobile SDL 700 MHz,0-68-27,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile DL 700 MHz,0-109-44,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,NU,Mobile DL 800 MHz,35-139-69,true,8,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Austria,NU,Mobile DL 900 MHz,65-174-118,true,8,0.240550,3.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Austria,NU,Mobile DL 1.4 GHz,102-194-164,true,8,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Austria,NU,Mobile DL 1.8 GHz,153-216-201,true,8,0.160367,2.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Austria,NU,Mobile DL 2.1 GHz,204-236-230,true,8,0.160367,2.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Austria,NU,Mobile DL 2.6 GHz,229-245-249,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Broadcast,189-189-189,true,13,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Belgium,NU,DECT,254-196-79,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,WiFi 5 GHz,158-154-200,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,ISM/WiFi 2.4 GHz,117-107-177,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile UL 700 MHz,8-48-107,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile UL 800 MHz,8-81-156,true,13,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Belgium,NU,Mobile UL 900 MHz,33-113-181,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile UL 1.8 GHz,66-146-198,true,13,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Belgium,NU,Mobile UL 2.1 GHz,107-174-214,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile UL 2.6 GHz,158-202-225,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile TDD 2.6 GHz,247-104-161,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile TDD 3.5 GHz,221-52-151,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile SDL 700 MHz,0-68-27,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile DL 700 MHz,0-109-44,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile DL 800 MHz,35-139-69,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile DL 900 MHz,65-174-118,true,13,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Belgium,NU,Mobile DL 1.4 GHz,102-194-164,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile DL 1.8 GHz,153-216-201,true,13,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Belgium,NU,Mobile DL 2.1 GHz,204-236-230,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Belgium,NU,Mobile DL 2.6 GHz,229-245-249,true,13,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Broadcast,189-189-189,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,DECT,254-196-79,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,WiFi 5 GHz,158-154-200,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,ISM/WiFi 2.4 GHz,117-107-177,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile UL 700 MHz,8-48-107,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile UL 800 MHz,8-81-156,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile UL 900 MHz,33-113-181,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile UL 1.8 GHz,66-146-198,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile UL 2.1 GHz,107-174-214,true,10,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,France,NU,Mobile UL 2.6 GHz,158-202-225,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile TDD 2.6 GHz,247-104-161,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile TDD 3.5 GHz,221-52-151,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile SDL 700 MHz,0-68-27,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile DL 700 MHz,0-109-44,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile DL 800 MHz,35-139-69,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile DL 900 MHz,65-174-118,true,10,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,France,NU,Mobile DL 1.4 GHz,102-194-164,true,10,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,France,NU,Mobile DL 1.8 GHz,153-216-201,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile DL 2.1 GHz,204-236-230,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,France,NU,Mobile DL 2.6 GHz,229-245-249,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Broadcast,189-189-189,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,DECT,254-196-79,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,WiFi 5 GHz,158-154-200,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,ISM/WiFi 2.4 GHz,117-107-177,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile UL 700 MHz,8-48-107,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile UL 800 MHz,8-81-156,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile UL 900 MHz,33-113-181,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile UL 1.8 GHz,66-146-198,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile UL 2.1 GHz,107-174-214,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile UL 2.6 GHz,158-202-225,true,8,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Hungary,NU,Mobile TDD 2.6 GHz,247-104-161,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile TDD 3.5 GHz,221-52-151,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile SDL 700 MHz,0-68-27,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile DL 700 MHz,0-109-44,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile DL 800 MHz,35-139-69,true,8,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Hungary,NU,Mobile DL 900 MHz,65-174-118,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile DL 1.4 GHz,102-194-164,true,8,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Hungary,NU,Mobile DL 1.8 GHz,153-216-201,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile DL 2.1 GHz,204-236-230,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Hungary,NU,Mobile DL 2.6 GHz,229-245-249,true,8,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Broadcast,189-189-189,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,DECT,254-196-79,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,WiFi 5 GHz,158-154-200,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,ISM/WiFi 2.4 GHz,117-107-177,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile UL 700 MHz,8-48-107,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile UL 800 MHz,8-81-156,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile UL 900 MHz,33-113-181,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile UL 1.8 GHz,66-146-198,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile UL 2.1 GHz,107-174-214,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile UL 2.6 GHz,158-202-225,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile TDD 2.6 GHz,247-104-161,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile TDD 3.5 GHz,221-52-151,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile SDL 700 MHz,0-68-27,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile DL 700 MHz,0-109-44,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile DL 800 MHz,35-139-69,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile DL 900 MHz,65-174-118,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile DL 1.4 GHz,102-194-164,true,6,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Italy,NU,Mobile DL 1.8 GHz,153-216-201,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Italy,NU,Mobile DL 2.1 GHz,204-236-230,true,6,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Italy,NU,Mobile DL 2.6 GHz,229-245-249,true,6,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Broadcast,189-189-189,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,DECT,254-196-79,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,WiFi 5 GHz,158-154-200,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,ISM/WiFi 2.4 GHz,117-107-177,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile UL 700 MHz,8-48-107,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile UL 800 MHz,8-81-156,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile UL 900 MHz,33-113-181,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile UL 1.8 GHz,66-146-198,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile UL 2.1 GHz,107-174-214,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile UL 2.6 GHz,158-202-225,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile TDD 2.6 GHz,247-104-161,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile TDD 3.5 GHz,221-52-151,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile SDL 700 MHz,0-68-27,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile DL 700 MHz,0-109-44,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile DL 800 MHz,35-139-69,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile DL 900 MHz,65-174-118,true,5,0.160367,2.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile DL 1.4 GHz,102-194-164,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile DL 1.8 GHz,153-216-201,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile DL 2.1 GHz,204-236-230,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Netherlands,NU,Mobile DL 2.6 GHz,229-245-249,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Poland,NU,Broadcast,189-189-189,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,DECT,254-196-79,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,WiFi 5 GHz,158-154-200,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,ISM/WiFi 2.4 GHz,117-107-177,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile UL 700 MHz,8-48-107,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile UL 800 MHz,8-81-156,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile UL 900 MHz,33-113-181,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile UL 1.8 GHz,66-146-198,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile UL 2.1 GHz,107-174-214,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile UL 2.6 GHz,158-202-225,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile TDD 2.6 GHz,247-104-161,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile TDD 3.5 GHz,221-52-151,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile SDL 700 MHz,0-68-27,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile DL 700 MHz,0-109-44,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile DL 800 MHz,35-139-69,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile DL 900 MHz,65-174-118,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile DL 1.4 GHz,102-194-164,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Poland,NU,Mobile DL 1.8 GHz,153-216-201,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Poland,NU,Mobile DL 2.1 GHz,204-236-230,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Poland,NU,Mobile DL 2.6 GHz,229-245-249,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Broadcast,189-189-189,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,DECT,254-196-79,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,WiFi 5 GHz,158-154-200,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,ISM/WiFi 2.4 GHz,117-107-177,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile UL 700 MHz,8-48-107,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile UL 800 MHz,8-81-156,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile UL 900 MHz,33-113-181,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile UL 1.8 GHz,66-146-198,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile UL 2.1 GHz,107-174-214,true,5,0.240550,3.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Spain,NU,Mobile UL 2.6 GHz,158-202-225,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile TDD 2.6 GHz,247-104-161,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile TDD 3.5 GHz,221-52-151,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile SDL 700 MHz,0-68-27,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile DL 700 MHz,0-109-44,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile DL 800 MHz,35-139-69,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile DL 900 MHz,65-174-118,true,5,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Spain,NU,Mobile DL 1.4 GHz,102-194-164,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile DL 1.8 GHz,153-216-201,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile DL 2.1 GHz,204-236-230,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Spain,NU,Mobile DL 2.6 GHz,229-245-249,true,5,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Broadcast,189-189-189,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,DECT,254-196-79,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,WiFi 5 GHz,158-154-200,true,7,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Switzerland,NU,ISM/WiFi 2.4 GHz,117-107-177,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile UL 700 MHz,8-48-107,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile UL 800 MHz,8-81-156,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile UL 900 MHz,33-113-181,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile UL 1.8 GHz,66-146-198,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile UL 2.1 GHz,107-174-214,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile UL 2.6 GHz,158-202-225,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile TDD 2.6 GHz,247-104-161,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile TDD 3.5 GHz,221-52-151,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile SDL 700 MHz,0-68-27,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile DL 700 MHz,0-109-44,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile DL 800 MHz,35-139-69,true,7,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile DL 900 MHz,65-174-118,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile DL 1.4 GHz,102-194-164,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile DL 1.8 GHz,153-216-201,true,7,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile DL 2.1 GHz,204-236-230,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Switzerland,NU,Mobile DL 2.6 GHz,229-245-249,true,7,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Broadcast,189-189-189,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,DECT,254-196-79,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,WiFi 5 GHz,158-154-200,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,ISM/WiFi 2.4 GHz,117-107-177,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile UL 700 MHz,8-48-107,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile UL 800 MHz,8-81-156,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile UL 900 MHz,33-113-181,true,10,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,UK,NU,Mobile UL 1.8 GHz,66-146-198,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile UL 2.1 GHz,107-174-214,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile UL 2.6 GHz,158-202-225,true,10,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,UK,NU,Mobile TDD 2.6 GHz,247-104-161,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile TDD 3.5 GHz,221-52-151,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile SDL 700 MHz,0-68-27,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile DL 700 MHz,0-109-44,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile DL 800 MHz,35-139-69,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile DL 900 MHz,65-174-118,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile DL 1.4 GHz,102-194-164,true,10,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,UK,NU,Mobile DL 1.8 GHz,153-216-201,true,10,0.080183,1.0,0.080183,0.000000,true
A8,24,RA1,Rural area 1,UK,NU,Mobile DL 2.1 GHz,204-236-230,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,UK,NU,Mobile DL 2.6 GHz,229-245-249,true,10,0.000000,0.0,0.080183,0.000000,false
A8,24,RA1,Rural area 1,Austria,DL,Broadcast,189-189-189,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,DECT,254-196-79,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,WiFi 5 GHz,158-154-200,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,ISM/WiFi 2.4 GHz,117-107-177,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,Mobile UL 700 MHz,8-48-107,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,Mobile UL 800 MHz,8-81-156,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,Mobile UL 900 MHz,33-113-181,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,Mobile UL 1.8 GHz,66-146-198,false,0,,,0.080183,,false
A8,24,RA1,Rural area 1,Austria,DL,Mobile UL 2.1 GHz,107-174-214,false,0,,,0.080183,,false
