study_area,microenvironment,country,scenario,reported_result,successful_measurements,status
SC,Metro,Hungary,UL,0,0,ok
SC,Metro,Italy,NU,1,1,ok
SC,Metro,Italy,DL,0,0,ok
SC,Metro,Italy,UL,0,0,ok
SC,Metro,Netherlands,NU,0,0,ok
SC,Metro,Netherlands,DL,0,0,ok
SC,Metro,Netherlands,UL,0,0,ok
SC,Metro,Poland,NU,0,0,ok
SC,Metro,Poland,DL,0,0,ok
SC,Metro,Poland,UL,0,0,ok
SC,Metro,Spain,NU,0,0,ok
SC,Metro,Spain,DL,0,0,ok
SC,Metro,Spain,UL,0,0,ok
SC,Metro,Switzerland,NU,0,0,ok
SC,Metro,Switzerland,DL,0,0,ok
SC,Metro,Switzerland,UL,0,0,ok
SC,Metro,UK,NU,0,0,ok
SC,Metro,UK,DL,0,0,ok
SC,Metro,UK,UL,0,0,ok
SC,Tram,Austria,NU,0,0,ok
SC,Tram,Austria,DL,F,,failed_phone_settings
SC,Tram,Austria,UL,F,,failed_phone_settings
SC,Tram,Belgium,NU,3,3,ok
SC,Tram,Belgium,DL,1,1,ok
SC,Tram,Belgium,UL,2,2,ok
SC,Tram,France,NU,0,0,ok
SC,Tram,France,DL,0,0,ok
SC,Tram,France,UL,0,0,ok
SC,Tram,Hungary,NU,0,0,ok
SC,Tram,Hungary,DL,0,0,ok
SC,Tram,Hungary,UL,0,0,ok
SC,Tram,Italy,NU,0,0,ok
SC,Tram,Italy,DL,0,0,ok
SC,Tram,Italy,UL,0,0,ok
SC,Tram,Netherlands,NU,1,1,ok
SC,Tram,Netherlands,DL,0,0,ok
SC,Tram,Netherlands,UL,1,1,ok
SC,Tram,Poland,NU,1,1,ok
SC,Tram,Poland,DL,1,1,ok
SC,Tram,Poland,UL,1,1,ok
SC,Tram,Spain,NU,0,0,ok
SC,Tram,Spain,DL,0,0,ok
SC,Tram,Spain,UL,0,0,ok
SC,Tram,Switzerland,NU,5,5,ok
SC,Tram,Switzerland,DL,2,2,ok
SC,Tram,Switzerland,UL,4,4,ok
SC,Tram,UK,NU,0,0,ok
SC,Tram,UK,DL,0,0,ok
SC,Tram,UK,UL,0,0,ok
RA1,Rural centre,Austria,NU,1,1,ok
RA1,Rural centre,Austria,DL,F,,failed_phone_settings
RA1,Rural centre,Austria,UL,F,,failed_phone_settings
RA1,Rural centre,Belgium,NU,1,1,ok
RA1,Rural centre,Belgium,DL,1,1,ok
RA1,Rural centre,Belgium,UL,1,1,ok
RA1,Rural centre,France,NU,1,1,ok
RA1,Rural centre,France,DL,1,1,ok
RA1,Rural centre,France,UL,1,1,ok
RA1,Rural centre,Hungary,NU,1,1,ok
RA1,Rural centre,Hungary,DL,1,1,ok
RA1,Rural centre,Hungary,UL,1,1,ok
RA1,Rural centre,Italy,NU,1,1,ok
RA1,Rural centre,Italy,DL,1,1,ok
RA1,Rural centre,Italy,UL,1,1,ok
RA1,Rural centre,Netherlands,NU,1,1,ok
RA1,Rural centre,Netherlands,DL,1,1,ok
RA1,Rural centre,Netherlands,UL,1,1,ok
RA1,Rural centre,Poland,NU,1,1,ok
RA1,Rural centre,Poland,DL,1,1,ok
RA1,Rural centre,Poland,UL,1,1,ok
RA1,Rural centre,Spain,NU,1,1,ok
RA1,Rural centre,Spain,DL,F,,failed_phone_settings
RA1,Rural centre,Spain,UL,F,,failed_phone_settings
RA1,Rural centre,Switzerland,NU,1,1,ok
RA1,Rural centre,Switzerland,DL,1,1,ok
RA1,Rural centre,Switzerland,UL,1,1,ok
RA1,Rural centre,UK,NU,1,1,ok
RA1,Rural centre,UK,DL,1,1,ok
RA1,Rural centre,UK,UL,1,1,ok
RA1,Industrial area,Austria,NU,1,1,ok
RA1,Industrial area,Austria,DL,F,,failed_phone_settings
RA1,Industrial area,Austria,UL,F,,failed_phone_settings
RA1,Industrial area,Belgium,NU,1,1,ok
RA1,Industrial area,Belgium,DL,0,0,ok
RA1,Industrial area,Belgium,UL,FT,,failed_low_throughput
RA1,Industrial area,France,NU,1,1,ok
RA1,Industrial area,France,DL,1,1,ok
RA1,Industrial area,France,UL,1,1,ok
RA1,Industrial area,Hungary,NU,0,0,ok
RA1,Industrial area,Hungary,DL,0,0,ok
RA1,Industrial area,Hungary,UL,0,0,ok
RA1,Industrial area,Italy,NU,1,1,ok
RA1,Industrial area,Italy,DL,1,1,ok
RA1,Industrial area,Italy,UL,1,1,ok
RA1,Industrial area,Netherlands,NU,0,0,ok
RA1,Industrial area,Netherlands,DL,0,0,ok
RA1,Industrial area,Netherlands,UL,0,0,ok
RA1,Industrial area,Poland,NU,1,1,ok
RA1,Industrial area,Poland,DL,1,1,ok
RA1,Industrial area,Poland,UL,1,1,ok
RA1,Industrial area,Spain,NU,1,1,ok
RA1,Industrial area,Spain,DL,F,,failed_phone_settings
RA1,Industrial area,Spain,UL,F,,failed_phone_settings
RA1,Industrial area,Switzerland,NU,1,1,ok
RA1,Industrial area,Switzerland,DL,1,1,ok
RA1,Industrial area,Switzerland,UL,1,1,ok
RA1,Industrial area,UK,NU,0,0,ok
RA1,Industrial area,UK,DL,0,0,ok
RA1,Industrial area,UK,UL,0,0,ok
RA1,Rural residential,Austria,NU,1,1,ok
RA1,Rural residential,Austria,DL,F,,failed_phone_settings
RA1,Rural residential,Austria,UL,F,,failed_phone_settings
RA1,Rural residential,Belgium,NU,1,1,ok
RA1,Rural residential,Belgium,DL,1,1,ok
RA1,Rural residential,Belgium,UL,1,1,ok
RA1,Rural residential,France,NU,1,1,ok
RA1,Rural residential,France,DL,1,1,ok
RA1,Rural residential,France,UL,1,1,ok
RA1,Rural residential,Hungary,NU,1,1,ok
RA1,Rural residential,Hungary,DL,1,1,ok
RA1,Rural residential,Hungary,UL,1,1,ok
RA1,Rural residential,Italy,NU,1,1,ok
RA1,Rural residential,Italy,DL,1,1,ok
RA1,Rural residential,Italy,UL,1,1,ok
RA1,Rural residential,Netherlands,NU,1,1,ok
RA1,Rural residential,Netherlands,DL,1,1,ok
RA1,Rural residential,Netherlands,UL,1,1,ok
RA1,Rural residential,Poland,NU,1,1,ok
RA1,Rural residential,Poland,DL,1,1,ok
RA1,Rural residential,Poland,UL,1,1,ok
RA1,Rural residential,Spain,NU,2,2,ok
RA1,Rural residential,Spain,DL,F,,failed_phone_settings
RA1,Rural residential,Spain,UL,2,2,ok
RA1,Rural residential,Switzerland,NU,1,1,ok
RA1,Rural residential,Switzerland,DL,1,1,ok
RA1,Rural residential,Switzerland,UL,1,1,ok
RA1,Rural residential,UK,NU,1,1,ok
RA1,Rural residential,UK,DL,1,1,ok
RA1,Rural residential,UK,UL,1,1,ok
RA1,Rural park,Austria,NU,1,1,ok
RA1,Rural park,Austria,DL,F,,failed_phone_settings
RA1,Rural park,Austria,UL,F,,failed_phone_settings
RA1,Rural park,Belgium,NU,1,1,ok
RA1,Rural park,Belgium,DL,1,1,ok
RA1,Rural park,Belgium,UL,1,1,ok
RA1,Rural park,France,NU,1,1,ok
RA1,Rural park,France,DL,1,1,ok
RA1,Rural park,France,UL,1,1,ok
RA1,Rural park,Hungary,NU,1,1,ok
RA1,Rural park,Hungary,DL,1,1,ok
RA1,Rural park,Hungary,UL,1,1,ok
RA1,Rural park,Italy,NU,1,1,ok
RA1,Rural park,Italy,DL,1,1,ok
RA1,Rural park,Italy,UL,1,1,ok
RA1,Rural park,Netherlands,NU,1,1,ok
RA1,Rural park,Netherlands,DL,1,1,ok
RA1,Rural park,Netherlands,UL,1,1,ok
RA1,Rural park,Poland,NU,1,1,ok
RA1,Rural park,Poland,DL,1,1,ok
RA1,Rural park,Poland,UL,1,1,ok
RA1,Rural park,Spain,NU,1,1,ok
RA1,Rural park,Spain,DL,F,,failed_phone_settings
RA1,Rural park,Spain,UL,F,,failed_phone_settings
RA1,Rural park,Switzerland,NU,1,1,ok
RA1,Rural park,Switzerland,DL,1,1,ok
RA1,Rural park,Switzerland,UL,1,1,ok
RA1,Rural park,UK,NU,1,1,ok
RA1,Rural park,UK,DL,1,1,ok
RA1,Rural park,UK,UL,1,1,ok
RA1,Rural school,Austria,NU,3,3,ok
RA1,Rural school,Austria,DL,F,,failed_phone_settings
RA1,Rural school,Austria,UL,F,,failed_phone_settings
RA1,Rural school,Belgium,NU,1,1,ok
RA1,Rural school,Belgium,DL,1,1,ok
RA1,Rural school,Belgium,UL,1,1,ok
RA1,Rural school,France,NU,0,0,ok
RA1,Rural school,France,DL,0,0,ok
RA1,Rural school,France,UL,0,0,ok
RA1,Rural school,Hungary,NU,1,1,ok
RA1,Rural school,Hungary,DL,1,1,ok
RA1,Rural school,Hungary,UL,1,1,ok
RA1,Rural school,Italy,NU,1,1,ok
RA1,Rural school,Italy,DL,1,1,ok
RA1,Rural school,Italy,UL,1,1,ok
RA1,Rural school,Netherlands,NU,0,0,ok
RA1,Rural school,Netherlands,DL,0,0,ok
RA1,Rural school,Netherlands,UL,0,0,ok
RA1,Rural school,Poland,NU,1,1,ok
RA1,Rural school,Poland,DL,1,1,ok
RA1,Rural school,Poland,UL,1,1,ok
RA1,Rural school,Spain,NU,0,0,ok
RA1,Rural school,Spain,DL,F,,failed_phone_settings
RA1,Rural school,Spain,UL,F,,failed_phone_settings
RA1,Rural school,Switzerland,NU,0,0,ok
RA1,Rural school,Switzerland,DL,0,0,ok
RA1,Rural school,Switzerland,UL,0,0,ok
RA1,Rural school,UK,NU,1,1,ok
RA1,Rural school,UK,DL,1,1,ok
RA1,Rural school,UK,UL,1,1,ok
RA1,Shopping centre,Austria,NU,0,0,ok
RA1,Shopping centre,Austria,DL,F,,failed_phone_settings
RA1,Shopping centre,Austria,UL,F,,failed_phone_settings
RA1,Shopping centre,Belgium,NU,1,1,ok
RA1,Shopping centre,Belgium,DL,0,0,ok
RA1,Shopping centre,Belgium,UL,0,0,ok
RA1,Shopping centre,France,NU,1,1,ok
RA1,Shopping centre,France,DL,1,1,ok
RA1,Shopping centre,France,UL,1,1,ok
RA1,Shopping centre,Hungary,NU,0,0,ok
RA1,Shopping centre,Hungary,DL,0,0,ok
RA1,Shopping centre,Hungary,UL,0,0,ok
RA1,Shopping centre,Italy,NU,1,1,ok
RA1,Shopping centre,Italy,DL,1,1,ok
RA1,Shopping centre,Italy,UL,FT,,failed_low_throughput
RA1,Shopping centre,Netherlands,NU,0,0,ok
RA1,Shopping centre,Netherlands,DL,0,0,ok
RA1,Shopping centre,Netherlands,UL,0,0,ok
RA1,Shopping centre,Poland,NU,0,0,ok
RA1,Shopping centre,Poland,DL,0,0,ok
RA1,Shopping centre,Poland,UL,0,0,ok
RA1,Shopping centre,Spain,NU,0,0,ok
RA1,Shopping centre,Spain,DL,F,,failed_phone_settings
RA1,Shopping centre,Spain,UL,F,,failed_phone_settings
RA1,Shopping centre,Switzerland,NU,0,0,ok
RA1,Shopping centre,Switzerland,DL,0,0,ok
RA1,Shopping centre,Switzerland,UL,0,0,ok
RA1,Shopping centre,UK,NU,0,0,ok
RA1,Shopping centre,UK,DL,0,0,ok
RA1,Shopping centre,UK,UL,0,0,ok
RA1,Bus station,Austria,NU,0,0,ok
RA1,Bus station,Austria,DL,F,,failed_phone_settings
RA1,Bus station,Austria,UL,F,,failed_phone_settings
RA1,Bus station,Belgium,NU,1,1,ok
RA1,Bus station,Belgium,DL,0,0,ok
RA1,Bus station,Belgium,UL,FT,,failed_low_throughput
RA1,Bus station,France,NU,1,1,ok
RA1,Bus station,France,DL,1,1,ok
RA1,Bus station,France,UL,1,1,ok
RA1,Bus station,Hungary,NU,1,1,ok
RA1,Bus station,Hungary,DL,0,0,ok
RA1,Bus station,Hungary,UL,0,0,ok
RA1,Bus station,Italy,NU,0,0,ok
RA1,Bus station,Italy,DL,0,0,ok
RA1,Bus station,Italy,UL,0,0,ok
RA1,Bus station,Netherlands,NU,1,1,ok
RA1,Bus station,Netherlands,DL,0,0,ok
RA1,Bus station,Netherlands,UL,0,0,ok
RA1,Bus station,Poland,NU,0,0,ok
RA1,Bus station,Poland,DL,0,0,ok
RA1,Bus station,Poland,UL,0,0,ok
RA1,Bus station,Spain,NU,0,0,ok
RA1,Bus station,Spain,DL,F,,failed_phone_settings
RA1,Bus station,Spain,UL,F,,failed_phone_settings
RA1,Bus station,Switzerland,NU,1,1,ok
RA1,Bus station,Switzerland,DL,0,0,ok
RA1,Bus station,Switzerland,UL,0,0,ok
RA1,Bus station,UK,NU,2,2,ok
RA1,Bus station,UK,DL,0,0,ok
RA1,Bus station,UK,UL,0,0,ok
RA1,Train station,Austria,NU,1,1,ok
RA1,Train station,Austria,DL,F,,failed_phone_settings
RA1,Train station,Austria,UL,F,,failed_phone_settings
RA1,Train station,Belgium,NU,1,1,ok
RA1,Train station,Belgium,DL,0,0,ok
RA1,Train station,Belgium,UL,0,0,ok
RA1,Train station,France,NU,1,1,ok
RA1,Train station,France,DL,1,1,ok
RA1,Train station,France,UL,1,1,ok
RA1,Train station,Hungary,NU,1,1,ok
RA1,Train station,Hungary,DL,0,0,ok
RA1,Train station,Hungary,UL,0,0,ok
RA1,Train station,Italy,NU,0,0,ok
RA1,Train station,Italy,DL,0,0,ok
RA1,Train station,Italy,UL,0,0,ok
RA1,Train station,Netherlands,NU,0,0,ok
RA1,Train station,Netherlands,DL,0,0,ok
RA1,Train station,Netherlands,UL,0,0,ok
RA1,Train station,Poland,NU,0,0,ok
RA1,Train station,Poland,DL,0,0,ok
RA1,Train station,Poland,UL,0,0,ok
RA1,Train station,Spain,NU,0,0,ok
RA1,Train station,Spain,DL,F,,failed_phone_settings
RA1,Train station,Spain,UL,F,,failed_phone_settings
RA1,Train station,Switzerland,NU,1,1,ok
RA1,Train station,Switzerland,DL,0,0,ok
RA1,Train station,Switzerland,UL,0,0,ok
RA1,Train station,UK,NU,0,0,ok
RA1,Train station,UK,DL,0,0,ok
RA1,Train station,UK,UL,0,0,ok
RA1,Bus,Austria,NU,0,0,ok
RA1,Bus,Austria,DL,F,,failed_phone_settings
RA1,Bus,Austria,UL,F,,failed_phone_settings
RA1,Bus,Belgium,NU,3,3,ok
RA1,Bus,Belgium,DL,1,1,ok
RA1,Bus,Belgium,UL,1,1,ok
RA1,Bus,France,NU,2,2,ok
RA1,Bus,France,DL,2,2,ok
RA1,Bus,France,UL,1,1,ok
RA1,Bus,Hungary,NU,1,1,ok
RA1,Bus,Hungary,DL,1,1,ok
RA1,Bus,Hungary,UL,1,1,ok
RA1,Bus,Italy,NU,0,0,ok
RA1,Bus,Italy,DL,0,0,ok
RA1,Bus,Italy,UL,0,0,ok
RA1,Bus,Netherlands,NU,1,1,ok
RA1,Bus,Netherlands,DL,0,0,ok
RA1,Bus,Netherlands,UL,0,0,ok
RA1,Bus,Poland,NU,0,0,ok
RA1,Bus,Poland,DL,0,0,ok
RA1,Bus,Poland,UL,0,0,ok
RA1,Bus,Spain,NU,0,0,ok
RA1,Bus,Spain,DL,F,,failed_phone_settings
RA1,Bus,Spain,UL,F,,failed_phone_settings
RA1,Bus,Switzerland,NU,0,0,ok
RA1,Bus,Switzerland,DL,0,0,ok
RA1,Bus,Switzerland,UL,0,0,ok
RA1,Bus,UK,NU,4,4,ok
RA1,Bus,UK,DL,3,3,ok
RA1,Bus,UK,UL,3,3,ok
RA1,Train,Austria,NU,0,0,ok
RA1,Train,Austria,DL,F,,failed_phone_settings
RA1,Train,Austria,UL,F,,failed_phone_settings
RA1,Train,Belgium,NU,2,2,ok
RA1,Train,Belgium,DL,2,2,ok
RA1,Train,Belgium,UL,1,1,ok
RA1,Train,France,NU,1,1,ok
RA1,Train,France,DL,1,1,ok
RA1,Train,France,UL,1,1,ok
RA1,Train,Hungary,NU,1,1,ok
RA1,Train,Hungary,DL,1,1,ok
RA1,Train,Hungary,UL,1,1,ok
RA1,Train,Italy,NU,0,0,ok
RA1,Train,Italy,DL,0,0,ok
RA1,Train,Italy,UL,0,0,ok
RA1,Train,Netherlands,NU,0,0,ok
RA1,Train,Netherlands,DL,0,0,ok
RA1,Train,Netherlands,UL,0,0,ok
RA1,Train,Poland,NU,0,0,ok
RA1,Train,Poland,DL,0,0,ok
RA1,Train,Poland,UL,0,0,ok
RA1,Train,Spain,NU,0,0,ok
RA1,Train,Spain,DL,F,,failed_phone_settings
RA1,Train,Spain,UL,F,,failed_phone_settings
RA1,Train,Switzerland,NU,1,1,ok
RA1,Train,Switzerland,DL,1,1,ok
RA1,Train,Switzerland,UL,1,1,ok
RA1,Train,UK,NU,0,0,ok
RA1,Train,UK,DL,0,0,ok
RA1,Train,UK,UL,0,0,ok
RA2,Rural centre,Austria,NU,1,1,ok
RA2,Rural centre,Austria,DL,F,,failed_phone_settings
RA2,Rural centre,Austria,UL,F,,failed_phone_settings
RA2,Rural centre,Belgium,NU,1,1,ok
RA2,Rural centre,Belgium,DL,1,1,ok
RA2,Rural centre,Belgium,UL,1,1,ok
RA2,Rural centre,France,NU,1,1,ok
RA2,Rural centre,France,DL,1,1,ok
RA2,Rural centre,France,UL,1,1,ok
RA2,Rural centre,Hungary,NU,1,1,ok
RA2,Rural centre,Hungary,DL,1,1,ok
RA2,Rural centre,Hungary,UL,1,1,ok
RA2,Rural centre,Italy,NU,1,1,ok
RA2,Rural centre,Italy,DL,1,1,ok
RA2,Rural centre,Italy,UL,1,1,ok
RA2,Rural centre,Netherlands,NU,1,1,ok
RA2,Rural centre,Netherlands,DL,1,1,ok
RA2,Rural centre,Netherlands,UL,1,1,ok
RA2,Rural centre,Poland,NU,1,1,ok
RA2,Rural centre,Poland,DL,1,1,ok
RA2,Rural centre,Poland,UL,1,1,ok
RA2,Rural centre,Spain,NU,1,1,ok
RA2,Rural centre,Spain,DL,F,,failed_phone_settings
RA2,Rural centre,Spain,UL,F,,failed_phone_settings
RA2,Rural centre,Switzerland,NU,1,1,ok
RA2,Rural centre,Switzerland,DL,1,1,ok
RA2,Rural centre,Switzerland,UL,1,1,ok
RA2,Rural centre,UK,NU,1,1,ok
RA2,Rural centre,UK,DL,1,1,ok
RA2,Rural centre,UK,UL,1,1,ok
RA2,Industrial area,Austria,NU,1,1,ok
RA2,Industrial area,Austria,DL,F,,failed_phone_settings
RA2,Industrial area,Austria,UL,F,,failed_phone_settings
RA2,Industrial area,Belgium,NU,0,0,ok
RA2,Industrial area,Belgium,DL,0,0,ok
RA2,Industrial area,Belgium,UL,0,0,ok
RA2,Industrial area,France,NU,0,0,ok
RA2,Industrial area,France,DL,0,0,ok
RA2,Industrial area,France,UL,0,0,ok
RA2,Industrial area,Hungary,NU,0,0,ok
RA2,Industrial area,Hungary,DL,0,0,ok
RA2,Industrial area,Hungary,UL,0,0,ok
RA2,Industrial area,Italy,NU,1,1,ok
RA2,Industrial area,Italy,DL,0,0,ok
RA2,Industrial area,Italy,UL,0,0,ok
RA2,Industrial area,Netherlands,NU,0,0,ok
RA2,Industrial area,Netherlands,DL,0,0,ok
RA2,Industrial area,Netherlands,UL,0,0,ok
RA2,Industrial area,Poland,NU,0,0,ok
RA2,Industrial area,Poland,DL,0,0,ok
RA2,Industrial area,Poland,UL,0,0,ok
RA2,Industrial area,Spain,NU,1,1,ok
RA2,Industrial area,Spain,DL,F,,failed_phone_settings
RA2,Industrial area,Spain,UL,F,,failed_phone_settings
RA2,Industrial area,Switzerland,NU,0,0,ok
RA2,Industrial area,Switzerland,DL,0,0,ok
RA2,Industrial area,Switzerland,UL,0,0,ok
RA2,Industrial area,UK,NU,0,0,ok
RA2,Industrial area,UK,DL,0,0,ok
RA2,Industrial area,UK,UL,0,0,ok
RA2,Rural residential,Austria,NU,1,1,ok
RA2,Rural residential,Austria,DL,F,,failed_phone_settings
RA2,Rural residential,Austria,UL,F,,failed_phone_settings
RA2,Rural residential,Belgium,NU,1,1,ok
RA2,Rural residential,Belgium,DL,1,1,ok
RA2,Rural residential,Belgium,UL,1,1,ok
RA2,Rural residential,France,NU,1,1,ok
RA2,Rural residential,France,DL,1,1,ok
RA2,Rural residential,France,UL,1,1,ok
RA2,Rural residential,Hungary,NU,1,1,ok
RA2,Rural residential,Hungary,DL,1,1,ok
RA2,Rural residential,Hungary,UL,1,1,ok
RA2,Rural residential,Italy,NU,1,1,ok
RA2,Rural residential,Italy,DL,1,1,ok
RA2,Rural residential,Italy,UL,1,1,ok
RA2,Rural residential,Netherlands,NU,1,1,ok
RA2,Rural residential,Netherlands,DL,FT,,failed_low_throughput
RA2,Rural residential,Netherlands,UL,1,1,ok
RA2,Rural residential,Poland,NU,1,1,ok
RA2,Rural residential,Poland,DL,1,1,ok
RA2,Rural residential,Poland,UL,2,2,ok
RA2,Rural residential,Spain,NU,1,1,ok
RA2,Rural residential,Spain,DL,F,,failed_phone_settings
RA2,Rural residential,Spain,UL,F,,failed_phone_settings
RA2,Rural residential,Switzerland,NU,1,1,ok
RA2,Rural residential,Switzerland,DL,1,1,ok
RA2,Rural residential,Switzerland,UL,1,1,ok
RA2,Rural residential,UK,NU,1,1,ok
RA2,Rural residential,UK,DL,1,1,ok
RA2,Rural residential,UK,UL,1,1,ok
RA2,Rural park,Austria,NU,1,1,ok
RA2,Rural park,Austria,DL,F,,failed_phone_settings
RA2,Rural park,Austria,UL,F,,failed_phone_settings
RA2,Rural park,Belgium,NU,1,1,ok
RA2,Rural park,Belgium,DL,1,1,ok
RA2,Rural park,Belgium,UL,1,1,ok
RA2,Rural park,France,NU,1,1,ok
RA2,Rural park,France,DL,1,1,ok
RA2,Rural park,France,UL,1,1,ok
RA2,Rural park,Hungary,NU,1,1,ok
RA2,Rural park,Hungary,DL,1,1,ok
RA2,Rural park,Hungary,UL,1,1,ok
RA2,Rural park,Italy,NU,1,1,ok
RA2,Rural park,Italy,DL,1,1,ok
RA2,Rural park,Italy,UL,1,1,ok
RA2,Rural park,Netherlands,NU,1,1,ok
RA2,Rural park,Netherlands,DL,0,0,ok
RA2,Rural park,Netherlands,UL,2,2,ok
RA2,Rural park,Poland,NU,1,1,ok
RA2,Rural park,Poland,DL,1,1,ok
RA2,Rural park,Poland,UL,1,1,ok
RA2,Rural park,Spain,NU,1,1,ok
RA2,Rural park,Spain,DL,F,,failed_phone_settings
RA2,Rural park,Spain,UL,F,,failed_phone_settings
RA2,Rural park,Switzerland,NU,1,1,ok
RA2,Rural park,Switzerland,DL,1,1,ok
RA2,Rural park,Switzerland,UL,1,1,ok
RA2,Rural park,UK,NU,1,1,ok
RA2,Rural park,UK,DL,1,1,ok
RA2,Rural park,UK,UL,1,1,ok
RA2,Rural school,Austria,NU,0,0,ok
RA2,Rural school,Austria,DL,F,,failed_phone_settings
RA2,Rural school,Austria,UL,F,,failed_phone_settings
RA2,Rural school,Belgium,NU,1,1,ok
RA2,Rural school,Belgium,DL,1,1,ok
RA2,Rural school,Belgium,UL,1,1,ok
RA2,Rural school,France,NU,0,0,ok
RA2,Rural school,France,DL,0,0,ok
RA2,Rural school,France,UL,0,0,ok
RA2,Rural school,Hungary,NU,1,1,ok
RA2,Rural school,Hungary,DL,1,1,ok
RA2,Rural school,Hungary,UL,1,1,ok
RA2,Rural school,Italy,NU,0,0,ok
RA2,Rural school,Italy,DL,0,0,ok
RA2,Rural school,Italy,UL,0,0,ok
RA2,Rural school,Netherlands,NU,0,0,ok
RA2,Rural school,Netherlands,DL,0,0,ok
RA2,Rural school,Netherlands,UL,0,0,ok
RA2,Rural school,Poland,NU,1,1,ok
RA2,Rural school,Poland,DL,1,1,ok
RA2,Rural school,Poland,UL,1,1,ok
RA2,Rural school,Spain,NU,0,0,ok
RA2,Rural school,Spain,DL,F,,failed_phone_settings
RA2,Rural school,Spain,UL,F,,failed_phone_settings
RA2,Rural school,Switzerland,NU,0,0,ok
RA2,Rural school,Switzerland,DL,0,0,ok
RA2,Rural school,Switzerland,UL,0,0,ok
RA2,Rural school,UK,NU,0,0,ok
RA2,Rural school,UK,DL,0,0,ok
RA2,Rural school,UK,UL,0,0,ok
RA2,Shopping centre,Austria,NU,0,0,ok
RA2,Shopping centre,Austria,DL,F,,failed_phone_settings
RA2,Shopping centre,Austria,UL,F,,failed_phone_settings
RA2,Shopping centre,Belgium,NU,0,0,ok
RA2,Shopping centre,Belgium,DL,0,0,ok
RA2,Shopping centre,Belgium,UL,0,0,ok
RA2,Shopping centre,France,NU,1,1,ok
RA2,Shopping centre,France,DL,1,1,ok
RA2,Shopping centre,France,UL,1,1,ok
RA2,Shopping centre,Hungary,NU,0,0,ok
RA2,Shopping centre,Hungary,DL,0,0,ok
RA2,Shopping centre,Hungary,UL,0,0,ok
RA2,Shopping centre,Italy,NU,1,1,ok
RA2,Shopping centre,Italy,DL,0,0,ok
RA2,Shopping centre,Italy,UL,0,0,ok
RA2,Shopping centre,Netherlands,NU,0,0,ok
RA2,Shopping centre,Netherlands,DL,0,0,ok
RA2,Shopping centre,Netherlands,UL,0,0,ok
RA2,Shopping centre,Poland,NU,0,0,ok
RA2,Shopping centre,Poland,DL,0,0,ok
RA2,Shopping centre,Poland,UL,0,0,ok
RA2,Shopping centre,Spain,NU,0,0,ok
RA2,Shopping centre,Spain,DL,F,,failed_phone_settings
RA2,Shopping centre,Spain,UL,F,,failed_phone_settings
RA2,Shopping centre,Switzerland,NU,0,0,ok
RA2,Shopping centre,Switzerland,DL,0,0,ok
RA2,Shopping centre,Switzerland,UL,0,0,ok
RA2,Shopping centre,UK,NU,0,0,ok
RA2,Shopping centre,UK,DL,0,0,ok
RA2,Shopping centre,UK,UL,0,0,ok
RA2,Bus station,Austria,NU,0,0,ok
RA2,Bus station,Austria,DL,F,,failed_phone_settings
RA2,Bus station,Austria,UL,F,,failed_phone_settings
RA2,Bus station,Belgium,NU,1,1,ok
RA2,Bus station,Belgium,DL,0,0,ok
RA2,Bus station,Belgium,UL,0,0,ok
RA2,Bus station,France,NU,1,1,ok
RA2,Bus station,France,DL,1,1,ok
RA2,Bus station,France,UL,1,1,ok
RA2,Bus station,Hungary,NU,1,1,ok
RA2,Bus station,Hungary,DL,0,0,ok
RA2,Bus station,Hungary,UL,0,0,ok
RA2,Bus station,Italy,NU,1,1,ok
RA2,Bus station,Italy,DL,0,0,ok
RA2,Bus station,Italy,UL,0,0,ok
RA2,Bus station,Netherlands,NU,1,1,ok
RA2,Bus station,Netherlands,DL,0,0,ok
RA2,Bus station,Netherlands,UL,0,0,ok
RA2,Bus station,Poland,NU,0,0,ok
RA2,Bus station,Poland,DL,0,0,ok
RA2,Bus station,Poland,UL,0,0,ok
RA2,Bus station,Spain,NU,0,0,ok
RA2,Bus station,Spain,DL,F,,failed_phone_settings
RA2,Bus station,Spain,UL,F,,failed_phone_settings
RA2,Bus station,Switzerland,NU,1,1,ok
RA2,Bus station,Switzerland,DL,0,0,ok
RA2,Bus station,Switzerland,UL,0,0,ok
RA2,Bus station,UK,NU,2,2,ok
RA2,Bus station,UK,DL,0,0,ok
RA2,Bus station,UK,UL,0,0,ok
RA2,Train station,Austria,NU,0,0,ok
RA2,Train station,Austria,DL,F,,failed_phone_settings
RA2,Train station,Austria,UL,F,,failed_phone_settings
RA2,Train station,Belgium,NU,1,1,ok
RA2,Train station,Belgium,DL,0,0,ok
RA2,Train station,Belgium,UL,0,0,ok
RA2,Train station,France,NU,0,0,ok
RA2,Train station,France,DL,0,0,ok
RA2,Train station,France,UL,0,0,ok
RA2,Train station,Hungary,NU,0,0,ok
RA2,Train station,Hungary,DL,0,0,ok
RA2,Train station,Hungary,UL,0,0,ok
RA2,Train station,Italy,NU,1,1,ok
RA2,Train station,Italy,DL,0,0,ok
RA2,Train station,Italy,UL,0,0,ok
RA2,Train station,Netherlands,NU,0,0,ok
RA2,Train station,Netherlands,DL,0,0,ok
RA2,Train station,Netherlands,UL,0,0,ok
RA2,Train station,Poland,NU,1,1,ok
RA2,Train station,Poland,DL,1,1,ok
RA2,Train station,Poland,UL,1,1,ok
